fe_polemintermed1vcv1	fe_polemintermed1vcv2	fe_polemintermed1vcv3	fe_polemintermed1vcv4	fe_polemintermed1vcv5	fe_polemintermed1vcv6	fe_polemintermed1vcv7	fe_polemintermed1vcv8	fe_polemintermed1vcv9	fe_polemintermed1vcv10	fe_polemintermed1vcv11	fe_polemintermed1vcv12	fe_polemintermed1vcv13	fe_polemintermed1vcv14
4.36e-06	-5.15e-08	-1.97e-06	-1.34e-06	3.71e-07	1.72e-07	1.85e-06	6.58e-08	-3.83e-08	-3.85e-07	-1.71e-07	-8.94e-09	-9.40e-07	3.60e-06
-5.15e-08	.0000772	-7.15e-06	-1.25e-06	-7.08e-07	-2.06e-07	-2.45e-06	-1.64e-06	-9.54e-07	7.74e-07	1.08e-06	-3.65e-07	-2.08e-06	.0006924
-1.97e-06	-7.15e-06	.0000121	1.82e-06	1.71e-06	-2.42e-08	-9.68e-07	-4.97e-07	1.08e-07	-2.29e-07	6.31e-08	2.31e-08	-1.42e-06	-.0000412
-1.34e-06	-1.25e-06	1.82e-06	8.61e-06	-1.81e-07	-2.12e-07	1.79e-06	1.92e-07	1.23e-07	-1.44e-07	2.78e-08	4.20e-08	1.15e-06	-.0000671
3.71e-07	-7.08e-07	1.71e-06	-1.81e-07	2.93e-06	4.84e-08	2.15e-06	2.06e-07	2.00e-08	-1.67e-07	1.09e-09	7.09e-09	8.99e-07	-.0000186
1.72e-07	-2.06e-07	-2.42e-08	-2.12e-07	4.84e-08	1.08e-07	-1.17e-07	-1.31e-08	5.90e-10	-9.04e-08	-1.05e-07	-1.08e-08	-4.58e-07	.0000126
1.85e-06	-2.45e-06	-9.68e-07	1.79e-06	2.15e-06	-1.17e-07	.0000199	2.16e-07	1.23e-08	-2.16e-07	1.03e-07	5.38e-08	-1.36e-06	-.0000969
6.58e-08	-1.64e-06	-4.97e-07	1.92e-07	2.06e-07	-1.31e-08	2.16e-07	6.08e-07	6.00e-08	-2.48e-08	-2.72e-08	1.40e-08	6.79e-07	-.0000256
-3.83e-08	-9.54e-07	1.08e-07	1.23e-07	2.00e-08	5.90e-10	1.23e-08	6.00e-08	3.03e-08	-7.50e-10	-1.11e-08	3.94e-09	4.13e-08	-7.34e-06
-3.85e-07	7.74e-07	-2.29e-07	-1.44e-07	-1.67e-07	-9.04e-08	-2.16e-07	-2.48e-08	-7.50e-10	8.74e-07	1.81e-07	3.17e-10	7.42e-07	5.78e-06
-1.71e-07	1.08e-06	6.31e-08	2.78e-08	1.09e-09	-1.05e-07	1.03e-07	-2.72e-08	-1.11e-08	1.81e-07	2.60e-07	-3.80e-09	3.99e-07	.0000143
-8.94e-09	-3.65e-07	2.31e-08	4.20e-08	7.09e-09	-1.08e-08	5.38e-08	1.40e-08	3.94e-09	3.17e-10	-3.80e-09	4.29e-09	7.32e-08	-7.29e-06
-9.40e-07	-2.08e-06	-1.42e-06	1.15e-06	8.99e-07	-4.58e-07	-1.36e-06	6.79e-07	4.13e-08	7.42e-07	3.99e-07	7.32e-08	.0000341	-.0001059
3.60e-06	.0006924	-.0000412	-.0000671	-.0000186	.0000126	-.0000969	-.0000256	-7.34e-06	5.78e-06	.0000143	-7.29e-06	-.0001059	.0128021
													
													
													
													
													
													
