fe_polemintermed5vcv1	fe_polemintermed5vcv2	fe_polemintermed5vcv3	fe_polemintermed5vcv4	fe_polemintermed5vcv5	fe_polemintermed5vcv6	fe_polemintermed5vcv7	fe_polemintermed5vcv8	fe_polemintermed5vcv9	fe_polemintermed5vcv10	fe_polemintermed5vcv11	fe_polemintermed5vcv12	fe_polemintermed5vcv13	fe_polemintermed5vcv14
.0000223	-5.67e-06	-5.18e-06	-2.07e-06	1.00e-07	4.71e-08	2.87e-07	-3.49e-07	9.90e-08	-1.26e-06	3.43e-07	-3.63e-08	-6.25e-06	.0000297
-5.67e-06	.0004968	-.000024	2.74e-08	-5.98e-07	2.28e-08	1.77e-06	-2.50e-06	-5.34e-06	2.73e-06	3.48e-06	-2.15e-06	-.00005	.0039688
-5.18e-06	-.000024	.0000361	.0000374	-1.12e-07	-9.08e-08	1.26e-06	-4.29e-07	4.56e-07	1.99e-06	6.12e-07	9.08e-08	.0000186	-.000114
-2.07e-06	2.74e-08	.0000374	.0000686	-6.92e-07	-1.73e-07	4.90e-06	3.22e-07	4.97e-07	2.77e-06	8.44e-07	1.48e-07	.0000191	-.0001802
1.00e-07	-5.98e-07	-1.12e-07	-6.92e-07	7.37e-08	7.30e-09	1.01e-07	-3.42e-09	5.35e-09	-3.26e-08	-2.76e-08	-8.26e-09	-6.04e-08	.0000104
4.71e-08	2.28e-08	-9.08e-08	-1.73e-07	7.30e-09	9.62e-09	-8.41e-08	-1.79e-08	-3.30e-09	-7.16e-08	-9.42e-08	-1.23e-08	3.82e-07	.0000162
2.87e-07	1.77e-06	1.26e-06	4.90e-06	1.01e-07	-8.41e-08	.0000271	9.91e-07	2.41e-07	4.38e-07	6.35e-07	1.74e-07	-5.69e-06	-.0002737
-3.49e-07	-2.50e-06	-4.29e-07	3.22e-07	-3.42e-09	-1.79e-08	9.91e-07	8.43e-07	1.34e-07	-1.82e-07	3.97e-08	6.54e-08	-1.97e-06	-.0001111
9.90e-08	-5.34e-06	4.56e-07	4.97e-07	5.35e-09	-3.30e-09	2.41e-07	1.34e-07	2.06e-07	1.43e-08	-5.45e-09	3.17e-08	-1.91e-06	-.0000565
-1.26e-06	2.73e-06	1.99e-06	2.77e-06	-3.26e-08	-7.16e-08	4.38e-07	-1.82e-07	1.43e-08	4.10e-06	1.10e-06	2.37e-08	-1.71e-06	7.03e-06
3.43e-07	3.48e-06	6.12e-07	8.44e-07	-2.76e-08	-9.42e-08	6.35e-07	3.97e-08	-5.45e-09	1.10e-06	2.16e-06	1.26e-08	-3.17e-06	.0000419
-3.63e-08	-2.15e-06	9.08e-08	1.48e-07	-8.26e-09	-1.23e-08	1.74e-07	6.54e-08	3.17e-08	2.37e-08	1.26e-08	4.34e-08	-1.64e-06	-.0000729
-6.25e-06	-.00005	.0000186	.0000191	-6.04e-08	3.82e-07	-5.69e-06	-1.97e-06	-1.91e-06	-1.71e-06	-3.17e-06	-1.64e-06	.0002679	.0028256
.0000297	.0039688	-.000114	-.0001802	.0000104	.0000162	-.0002737	-.0001111	-.0000565	7.03e-06	.0000419	-.0000729	.0028256	.1256036
													
													
													
													
													
													
