fe_polemintermed10vcv1	fe_polemintermed10vcv2	fe_polemintermed10vcv3	fe_polemintermed10vcv4	fe_polemintermed10vcv5	fe_polemintermed10vcv6	fe_polemintermed10vcv7	fe_polemintermed10vcv8	fe_polemintermed10vcv9	fe_polemintermed10vcv10	fe_polemintermed10vcv11	fe_polemintermed10vcv12	fe_polemintermed10vcv13	fe_polemintermed10vcv14
.0000541	-.0000178	-9.78e-07	-1.61e-06	2.33e-07	7.96e-08	-8.54e-06	-4.63e-07	6.48e-07	-3.87e-06	2.01e-06	-3.75e-07	2.01e-06	.0006525
-.0000178	.0015085	-.000028	2.17e-06	-1.34e-06	7.05e-07	.0000406	-5.83e-06	-.0000187	-1.82e-06	8.85e-06	-7.31e-06	-.0001589	.013001
-9.78e-07	-.000028	.000062	.0000824	-7.55e-07	-1.84e-07	-3.97e-06	-1.19e-06	2.72e-07	9.66e-07	-1.10e-06	2.14e-07	.0000492	-.0002879
-1.61e-06	2.17e-06	.0000824	.0001608	-1.69e-07	-3.26e-07	1.43e-07	2.75e-07	8.45e-08	3.90e-06	-2.50e-07	2.92e-07	.0000692	-.0003824
2.33e-07	-1.34e-06	-7.55e-07	-1.69e-07	1.18e-07	1.62e-08	1.18e-07	8.99e-08	3.58e-08	3.30e-08	-6.89e-08	-2.24e-08	1.37e-08	.0000305
7.96e-08	7.05e-07	-1.84e-07	-3.26e-07	1.62e-08	3.00e-08	-9.36e-08	-1.43e-08	-1.82e-08	-1.86e-07	-2.67e-07	-4.35e-08	1.30e-06	.0000599
-8.54e-06	.0000406	-3.97e-06	1.43e-07	1.18e-07	-9.36e-08	.0000336	8.45e-07	-2.21e-07	1.07e-06	-4.65e-07	2.48e-07	-.0000125	-.0004148
-4.63e-07	-5.83e-06	-1.19e-06	2.75e-07	8.99e-08	-1.43e-08	8.45e-07	6.41e-07	2.61e-07	2.73e-07	1.61e-07	7.44e-08	-4.52e-06	-.0001307
6.48e-07	-.0000187	2.72e-07	8.45e-08	3.58e-08	-1.82e-08	-2.21e-07	2.61e-07	6.12e-07	1.63e-07	1.47e-07	8.83e-08	-3.04e-06	-.0001488
-3.87e-06	-1.82e-06	9.66e-07	3.90e-06	3.30e-08	-1.86e-07	1.07e-06	2.73e-07	1.63e-07	8.23e-06	2.64e-06	1.95e-07	-.0000121	-.0002337
2.01e-06	8.85e-06	-1.10e-06	-2.50e-07	-6.89e-08	-2.67e-07	-4.65e-07	1.61e-07	1.47e-07	2.64e-06	6.11e-06	7.14e-08	-.0000176	.0000529
-3.75e-07	-7.31e-06	2.14e-07	2.92e-07	-2.24e-08	-4.35e-08	2.48e-07	7.44e-08	8.83e-08	1.95e-07	7.14e-08	1.41e-07	-3.77e-06	-.0002332
2.01e-06	-.0001589	.0000492	.0000692	1.37e-08	1.30e-06	-.0000125	-4.52e-06	-3.04e-06	-.0000121	-.0000176	-3.77e-06	.0006379	.0061835
.0006525	.013001	-.0002879	-.0003824	.0000305	.0000599	-.0004148	-.0001307	-.0001488	-.0002337	.0000529	-.0002332	.0061835	.3957648
													
													
													
													
													
													
