fe_polemintermed1vcv1	fe_polemintermed1vcv2	fe_polemintermed1vcv3	fe_polemintermed1vcv4	fe_polemintermed1vcv5	fe_polemintermed1vcv6	fe_polemintermed1vcv7	fe_polemintermed1vcv8	fe_polemintermed1vcv9	fe_polemintermed1vcv10	fe_polemintermed1vcv11	fe_polemintermed1vcv12	fe_polemintermed1vcv13	fe_polemintermed1vcv14
4.18e-06	-1.91e-08	-2.03e-06	-1.31e-06	2.20e-08	1.57e-08	1.64e-06	8.32e-08	-3.24e-08	-3.33e-07	-1.55e-07	-1.01e-08	2.94e-07	7.02e-06
-1.91e-08	.0000776	-8.64e-06	-2.32e-06	-6.25e-08	-2.60e-08	-2.05e-06	-1.42e-06	-8.67e-07	9.57e-07	1.03e-06	-3.14e-07	-6.83e-06	.0005993
-2.03e-06	-8.64e-06	.0000129	2.17e-06	2.18e-07	-4.43e-09	-9.94e-07	-5.29e-07	1.02e-07	-2.40e-07	1.09e-07	1.56e-08	2.89e-06	-.0000256
-1.31e-06	-2.32e-06	2.17e-06	8.59e-06	-1.95e-08	-1.86e-08	1.78e-06	1.48e-07	1.12e-07	-2.16e-07	6.82e-09	3.49e-08	1.46e-06	-.0000554
2.20e-08	-6.25e-08	2.18e-07	-1.95e-08	3.09e-08	4.10e-10	1.97e-07	1.91e-08	2.28e-09	-1.99e-08	1.69e-10	1.12e-09	-8.94e-08	-2.57e-06
1.57e-08	-2.60e-08	-4.43e-09	-1.86e-08	4.10e-10	1.05e-09	-1.02e-08	-1.11e-09	-3.12e-11	-8.41e-09	-1.00e-08	-1.23e-09	4.03e-08	1.57e-06
1.64e-06	-2.05e-06	-9.94e-07	1.78e-06	1.97e-07	-1.02e-08	.0000189	3.46e-07	1.62e-08	-2.75e-07	7.63e-08	6.37e-08	-2.79e-06	-.0001166
8.32e-08	-1.42e-06	-5.29e-07	1.48e-07	1.91e-08	-1.11e-09	3.46e-07	5.84e-07	5.81e-08	-2.29e-08	-3.29e-08	1.42e-08	-2.85e-07	-.0000261
-3.24e-08	-8.67e-07	1.02e-07	1.12e-07	2.28e-09	-3.12e-11	1.62e-08	5.81e-08	3.10e-08	-8.86e-11	-1.13e-08	4.78e-09	-2.31e-07	-8.87e-06
-3.33e-07	9.57e-07	-2.40e-07	-2.16e-07	-1.99e-08	-8.41e-09	-2.75e-07	-2.29e-08	-8.86e-11	8.01e-07	1.71e-07	6.13e-10	-4.00e-07	4.81e-06
-1.55e-07	1.03e-06	1.09e-07	6.82e-09	1.69e-10	-1.00e-08	7.63e-08	-3.29e-08	-1.13e-08	1.71e-07	2.50e-07	-2.77e-09	-2.23e-07	.0000121
-1.01e-08	-3.14e-07	1.56e-08	3.49e-08	1.12e-09	-1.23e-09	6.37e-08	1.42e-08	4.78e-09	6.13e-10	-2.77e-09	5.12e-09	-1.86e-07	-8.74e-06
2.94e-07	-6.83e-06	2.89e-06	1.46e-06	-8.94e-08	4.03e-08	-2.79e-06	-2.85e-07	-2.31e-07	-4.00e-07	-2.23e-07	-1.86e-07	.0000331	.0003232
7.02e-06	.0005993	-.0000256	-.0000554	-2.57e-06	1.57e-06	-.0001166	-.0000261	-8.87e-06	4.81e-06	.0000121	-8.74e-06	.0003232	.0153105
													
													
													
													
													
													
