f1polvcv1	f1polvcv2	f1polvcv3	f1polvcv4	f1polvcv5	f1polvcv6	f1polvcv7	f1polvcv8	f1polvcv9	f1polvcv10	f1polvcv11	f1polvcv12	f1polvcv13	f1polvcv14	f1polvcv15	f1polvcv16	f1polvcv17	f1polvcv18	f1polvcv19
5.66e-07	4.82e-09	3.03e-08	-8.87e-09	2.05e-09	2.53e-06	-4.18e-06	5.83e-06	-8.52e-06	-8.43e-06	3.20e-06	-2.67e-06	-2.61e-07	-3.49e-06	-1.01e-06	2.99e-08	-.000046	-.0000455	.0000177
4.82e-09	5.54e-09	1.92e-08	-4.81e-09	2.48e-11	2.13e-07	-3.74e-08	-2.86e-07	1.20e-07	-4.78e-07	-3.49e-07	-2.22e-07	-2.59e-07	-3.08e-07	8.73e-08	-9.71e-09	.0000193	-4.03e-06	1.11e-06
3.03e-08	1.92e-08	1.15e-06	-3.98e-08	4.27e-09	4.18e-06	-8.58e-06	-4.75e-06	8.02e-07	-.000025	-3.22e-07	-6.10e-06	-6.05e-07	-.0000262	1.42e-06	-2.87e-07	.0005741	-.0000925	.0000213
-8.87e-09	-4.81e-09	-3.98e-08	3.12e-08	-1.74e-09	-7.58e-07	3.27e-06	2.14e-06	-1.37e-07	4.54e-06	2.84e-07	8.79e-07	1.02e-07	1.44e-06	-1.31e-06	1.06e-07	-.0002041	.0000166	-3.85e-06
2.05e-09	2.48e-11	4.27e-09	-1.74e-09	3.80e-10	1.04e-07	-7.44e-07	-1.39e-08	-2.84e-08	-6.91e-07	1.24e-07	-1.27e-07	2.07e-08	-2.48e-08	1.48e-08	-1.87e-08	.0000371	-2.11e-06	6.13e-07
2.53e-06	2.13e-07	4.18e-06	-7.58e-07	1.04e-07	.0001173	-.0002096	-.0000376	-.0000809	-.0006253	.0000357	-.0001471	7.35e-06	-.0000229	-.0000418	-4.84e-06	.0104454	-.0023509	.0006351
-4.18e-06	-3.74e-08	-8.58e-06	3.27e-06	-7.44e-07	-.0002096	.0014574	.0000188	.0000656	.0013863	-.0002477	.0002558	-.0000422	.000041	-.0000155	.0000363	-.0722953	.0042507	-.001235
5.83e-06	-2.86e-07	-4.75e-06	2.14e-06	-1.39e-08	-.0000376	.0000188	.0027147	-.0010393	-.0003132	.0004171	-.0001497	2.85e-06	.0005596	-.00014	-4.32e-06	.0083703	.0009793	-.0003068
-8.52e-06	1.20e-07	8.02e-07	-1.37e-07	-2.84e-08	-.0000809	.0000656	-.0010393	.0028182	.0009183	-.0003705	.0001117	.0000334	-.0007443	-.0000833	-3.39e-06	.0061428	.0012762	-.0003593
-8.43e-06	-4.78e-07	-.000025	4.54e-06	-6.91e-07	-.0006253	.0013863	-.0003132	.0009183	.0093056	-.002024	.0007656	-.0000689	-.0001053	.0001262	.0000336	-.0710999	.0128727	-.0032565
3.20e-06	-3.49e-07	-3.22e-07	2.84e-07	1.24e-07	.0000357	-.0002477	.0004171	-.0003705	-.002024	.0034529	-.0002826	.0000387	-.0004032	-.0001523	7.35e-06	-.0136919	-.0009301	.0003282
-2.67e-06	-2.22e-07	-6.10e-06	8.79e-07	-1.27e-07	-.0001471	.0002558	-.0001497	.0001117	.0007656	-.0002826	.0005174	-4.16e-06	-5.50e-06	.0000734	7.31e-06	-.0154854	.0030482	-.0007126
-2.61e-07	-2.59e-07	-6.05e-07	1.02e-07	2.07e-08	7.35e-06	-.0000422	2.85e-06	.0000334	-.0000689	.0000387	-4.16e-06	.0000434	-2.00e-06	-.0000278	-1.49e-06	.0031788	-.0001675	.0000425
-3.49e-06	-3.08e-07	-.0000262	1.44e-06	-2.48e-08	-.0000229	.000041	.0005596	-.0007443	-.0001053	-.0004032	-5.50e-06	-2.00e-06	.0043938	-.0000509	-5.05e-06	.0104112	.0005745	-.0001165
-1.01e-06	8.73e-08	1.42e-06	-1.31e-06	1.48e-08	-.0000418	-.0000155	-.00014	-.0000833	.0001262	-.0001523	.0000734	-.0000278	-.0000509	.0002305	-5.30e-06	.0085201	.0008539	-.0002797
2.99e-08	-9.71e-09	-2.87e-07	1.06e-07	-1.87e-08	-4.84e-06	.0000363	-4.32e-06	-3.39e-06	.0000336	7.35e-06	7.31e-06	-1.49e-06	-5.05e-06	-5.30e-06	2.45e-06	-.0047907	.0001061	-.0000114
-.000046	.0000193	.0005741	-.0002041	.0000371	.0104454	-.0722953	.0083703	.0061428	-.0710999	-.0136919	-.0154854	.0031788	.0104112	.0085201	-.0047907	9.371346	-.2277371	.0280878
-.0000455	-4.03e-06	-.0000925	.0000166	-2.11e-06	-.0023509	.0042507	.0009793	.0012762	.0128727	-.0009301	.0030482	-.0001675	.0005745	.0008539	.0001061	-.2277371	.0495748	-.0117111
.0000177	1.11e-06	.0000213	-3.85e-06	6.13e-07	.0006351	-.001235	-.0003068	-.0003593	-.0032565	.0003282	-.0007126	.0000425	-.0001165	-.0002797	-.0000114	.0280878	-.0117111	.0046345
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
